CODUSU;NRO_HOGAR;REALIZADA;ANO4;TRIMESTRE;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;IDIMPH
125113;1;1;2008;2;43;S;2;516;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;;5;5070.0;09;10;10;09;;10;1014.0;07;08;07;07;;07;2;1;5;0;0;0;10110
125311;1;1;2008;2;43;S;2;355;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;;6;1200.0;03;03;03;03;;03;200.0;01;01;01;01;;01;2;4;98;0;0;0;10000
125631;1;1;2008;2;43;S;2;846;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;;2;2750.0;07;07;07;07;;07;1375.0;08;09;09;08;;08;1;0;2;0;0;0;10000
125798;1;1;2008;2;43;S;2;397;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;1;600.0;01;01;01;01;;01;600.0;04;05;04;04;;04;1;0;98;0;0;0;10000
125880;1;1;2008;2;43;S;2;525;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;1700.0;05;05;05;05;;04;850.0;06;07;06;06;;06;1;0;98;0;0;0;00000
126697;1;1;2008;2;43;S;2;412;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;3.0;6;4500.0;09;09;09;09;;09;500.0;04;04;03;03;;03;2;3;97;0;0;0;00000
126747;1;1;2008;2;43;S;2;350;2;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;2000.0;05;06;06;05;;05;1000.0;07;07;07;07;;07;1;2;98;0;0;0;10000
126973;2;1;2008;2;43;S;2;635;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;3;;3;2750.0;07;07;07;07;;07;916.67;07;07;07;07;;06;1;2;3;0;0;0;00010
127209;1;1;2008;2;43;S;2;402;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1.0;2;2000.0;05;06;06;05;;05;666.67;05;06;05;05;;04;1;2;98;0;0;0;00000
127411;1;1;2008;2;43;S;2;569;1;;3;2;;4;2;1;1;;1;1;2;3;1;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;2.0;1;500.0;01;01;01;01;;01;166.67;01;01;01;01;;01;1;0;98;0;0;0;00000
