CODUSU;NRO_HOGAR;REALIZADA;ANO4;TRIMESTRE;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;IDIMPH
318580;1;1;2011;4;43;S;2;598;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;2;2;10900;09;10;10;09;;09;2725.0;08;08;08;08;;07;1;2;98;0;0;0;10100
313201;1;1;2011;4;43;S;2;653;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;5700;07;07;07;07;;07;2850.0;08;09;08;08;;08;1;2;98;0;0;0;00010
315596;1;1;2011;4;43;S;2;584;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;9702;09;09;09;09;;09;2425.5;08;08;08;07;;07;1;0;98;0;0;0;10110
318770;1;1;2011;4;43;S;2;549;4;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1400;01;01;01;01;;01;1400.0;05;05;04;04;;04;1;0;98;0;0;0;00000
313499;1;1;2011;4;43;S;2;289;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;4;0;4;1500;01;02;02;01;;01;375.0;01;01;01;01;;01;1;2;98;0;0;0;10000
313595;1;1;2011;4;43;S;2;648;2;;2;1;;9;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;15000;10;10;10;10;;10;5000.0;10;10;10;10;;09;2;0;1;0;0;0;00000
338158;1;1;2011;4;43;S;2;401;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;3;0;3;3000;04;04;04;03;;03;1000.0;03;03;03;03;;02;1;0;2;0;0;0;00000
339969;1;1;2011;4;43;S;2;444;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;6500;07;08;08;07;;07;6500.0;10;10;10;10;;10;1;0;98;0;0;0;00000
341022;1;1;2011;4;43;S;2;435;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2600;03;03;03;03;;03;2600.0;08;08;08;08;;07;1;0;98;0;0;0;00000
339430;1;1;2011;4;43;S;2;517;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;7200;08;08;08;08;;08;2400.0;07;08;07;07;;07;1;2;3;0;0;0;00000
337624;1;1;2011;4;43;S;2;343;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;0;2;9900;09;09;09;09;;09;4950.0;10;10;10;10;;09;1;2;98;0;0;0;00000
