CODUSU;ANO4;TRIMESTRE;CH04;CH06;AGLOMERADO;CH09;CH10;CH12;CH13;CH15;CH07;CAT_INAC;CAT_OCUP;PP07G1;PP07G2;PP07G3;PP07G4;PP07G_59;PP07H;PP07I;PP07J;PP07K;P47T;V3_M;T_VI;V12_M;TOT_P12;V5_M;V2_M;PP08D1;P21
127687;2003;4;1;46;32;1;2;7;1;1;2;0;1;0;0;0;0;0;0;0;0;0;7000;0;0;0;2000;0;0;0;5000
127687;2003;4;2;51;32;1;2;7;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127687;2003;4;1;16;32;1;1;4;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127818;2003;4;1;50;32;1;2;7;1;1;2;0;3;1;1;1;1;0;2;9;1;9;2000;0;0;0;0;0;0;2000;2000
127818;2003;4;1;25;32;1;2;7;1;3;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127890;2003;4;2;50;32;1;2;4;1;1;3;0;2;0;0;0;0;0;0;0;0;0;760;0;400;0;0;0;0;0;360
127890;2003;4;1;22;32;1;1;7;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127890;2003;4;1;19;32;1;2;4;2;1;5;0;3;2;2;2;2;5;2;2;1;4;400;0;0;0;0;0;0;300;400
127890;2003;4;1;18;32;1;1;7;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127890;2003;4;1;9;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
128347;2003;4;2;46;32;1;2;6;1;2;5;0;3;1;1;1;1;0;1;0;1;1;730;0;0;0;0;0;0;730;730
128447;2003;4;1;43;32;1;2;4;2;3;2;0;3;1;1;1;1;0;1;0;1;4;1055;0;0;0;0;0;0;605;1055
128447;2003;4;2;51;32;1;2;2;1;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
128447;2003;4;1;15;32;1;1;4;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
128447;2003;4;1;16;32;1;1;4;2;3;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
128714;2003;4;2;78;32;1;2;4;1;1;5;1;0;0;0;0;0;0;0;0;0;0;1350;0;1350;0;0;0;1350;0;0
128771;2003;4;1;60;32;1;2;2;1;1;2;0;3;1;1;1;1;0;1;0;1;1;380;0;0;0;0;0;0;380;380
128771;2003;4;2;42;32;1;2;4;1;1;2;0;3;1;1;1;1;0;1;0;2;1;1000;0;0;0;0;0;0;1000;1000
128771;2003;4;2;20;32;1;1;7;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
128771;2003;4;2;10;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129128;2003;4;2;77;32;1;2;2;2;1;4;1;0;0;0;0;0;0;0;0;0;0;200;0;200;0;0;0;200;0;0
129135;2003;4;2;78;32;1;2;2;2;5;4;1;0;0;0;0;0;0;0;0;0;0;280;0;280;0;0;0;280;0;0
129400;2003;4;1;62;32;1;2;2;1;1;2;0;2;0;0;0;0;0;0;0;0;0;1000;0;500;500;0;0;0;0;500
129400;2003;4;2;63;32;1;2;4;2;5;2;0;3;2;2;2;2;5;2;2;1;5;0;0;0;0;0;0;0;0;0
129632;2003;4;1;54;32;1;2;7;1;1;2;0;1;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;500
129632;2003;4;2;46;32;1;1;7;2;1;2;0;3;1;1;1;1;0;1;0;1;1;600;0;0;0;0;0;0;600;600
129632;2003;4;1;25;32;1;1;7;2;1;5;0;3;2;2;2;2;5;2;2;1;4;500;0;0;0;0;0;0;500;500
129632;2003;4;1;23;32;1;1;7;2;1;5;0;3;2;2;2;2;5;2;2;1;4;450;0;0;0;0;0;0;450;450
129632;2003;4;2;19;32;1;1;7;2;1;5;0;3;2;2;2;2;5;2;2;1;4;150;0;0;0;0;0;0;150;150
129632;2003;4;1;17;32;1;1;4;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129950;2003;4;2;34;32;1;2;6;1;1;3;0;3;1;1;1;1;0;1;0;1;1;800;0;0;0;0;0;0;800;800
129950;2003;4;2;14;32;1;1;4;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130067;2003;4;2;87;32;1;2;4;1;1;4;1;0;0;0;0;0;0;0;0;0;0;685;0;685;0;0;0;685;0;0
130128;2003;4;2;50;32;1;2;4;1;1;3;0;3;1;1;1;1;0;1;0;3;1;2550;0;1300;1300;200;0;0;1050;1050
130128;2003;4;1;22;32;1;1;6;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130128;2003;4;1;20;32;1;1;6;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130284;2003;4;1;57;32;1;2;4;1;1;1;0;3;1;2;1;2;0;2;2;1;4;290;0;0;0;0;0;0;290;290
130284;2003;4;2;53;32;1;2;4;1;1;1;0;3;1;2;1;2;0;2;2;1;4;950;0;0;0;0;0;0;950;950
130803;2003;4;1;63;32;1;2;6;1;1;2;2;0;0;0;0;0;0;0;0;0;0;700;0;700;0;0;0;0;0;0
130803;2003;4;2;55;32;1;2;6;1;1;2;0;2;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;50
130803;2003;4;1;24;32;1;2;7;1;1;5;0;1;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;80
130803;2003;4;1;20;32;1;1;7;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130904;2003;4;1;29;32;1;1;7;2;3;5;0;3;1;1;1;1;0;1;0;1;1;1000;0;0;0;0;0;0;1000;1000
130997;2003;4;2;62;32;1;2;4;1;1;4;1;0;0;0;0;0;0;0;0;0;0;245;0;245;0;0;0;245;0;0
131058;2003;4;1;25;32;1;1;7;2;3;5;3;0;0;0;0;0;0;0;0;0;0;680;0;680;680;0;0;0;0;0
131058;2003;4;2;21;32;1;1;7;2;3;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131547;2003;4;1;50;32;1;2;6;1;3;2;0;2;0;0;0;0;0;0;0;0;0;700;0;0;0;0;0;0;0;700
131547;2003;4;2;50;32;1;2;6;1;3;2;0;3;1;1;1;1;0;1;0;1;1;1140;0;0;0;0;0;0;890;1140
131547;2003;4;1;20;32;1;1;7;2;3;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131688;2003;4;1;59;32;1;2;7;1;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131688;2003;4;2;60;32;1;2;7;1;3;2;0;3;1;1;1;1;0;1;0;1;1;1200;0;0;0;0;0;0;1200;1200
131752;2003;4;1;54;32;1;2;4;2;1;2;0;3;1;1;1;1;0;1;0;2;1;600;0;0;0;0;0;0;600;600
131752;2003;4;2;56;32;1;2;2;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131752;2003;4;1;19;32;1;2;4;2;1;5;0;3;2;2;2;2;5;2;2;1;2;400;0;0;0;0;0;0;300;400
131752;2003;4;2;19;32;1;2;4;2;1;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131752;2003;4;2;27;32;1;2;7;2;1;3;0;3;1;1;1;1;0;1;0;1;1;400;0;100;100;0;0;0;300;300
131752;2003;4;2;1;32;3;0;0;0;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131889;2003;4;1;26;32;1;2;7;1;1;5;0;3;1;1;1;1;0;1;0;1;1;1000;0;0;0;0;0;0;1000;1000
131889;2003;4;1;57;32;1;2;4;1;1;3;0;1;0;0;0;0;0;0;0;0;0;1200;0;0;0;0;0;0;0;1200
132154;2003;4;1;48;32;1;2;7;2;1;2;0;2;0;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;0;0;3000
132154;2003;4;2;46;32;1;2;6;2;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132154;2003;4;2;19;32;1;1;7;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132154;2003;4;2;14;32;1;1;4;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132154;2003;4;2;14;32;1;1;4;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132208;2003;4;1;44;32;1;2;6;1;1;2;0;3;1;1;1;1;0;1;0;1;1;1880;0;0;0;0;0;0;1880;1880
132208;2003;4;2;42;32;1;2;6;1;1;2;0;1;0;0;0;0;0;0;0;0;0;800;0;0;0;0;0;0;0;800
132208;2003;4;2;1;32;3;0;0;0;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132371;2003;4;1;86;32;1;2;4;2;1;2;1;0;0;0;0;0;0;0;0;0;0;320;0;320;0;0;0;320;0;0
132371;2003;4;2;87;32;1;2;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;213;0;213;0;0;0;213;0;0
132800;2003;4;1;57;32;1;2;4;1;2;2;0;2;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;500
132800;2003;4;2;56;32;1;2;4;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132800;2003;4;2;22;32;1;1;7;2;1;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133114;2003;4;1;38;32;1;2;4;1;4;2;0;3;1;1;1;1;0;1;0;1;1;1320;0;0;0;0;0;0;1320;1320
133114;2003;4;2;31;32;1;2;4;1;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133114;2003;4;2;12;32;1;1;2;2;4;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133114;2003;4;1;9;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133227;2003;4;2;75;32;1;2;4;1;2;4;1;0;0;0;0;0;0;0;0;0;0;200;0;200;0;0;0;200;0;0
133227;2003;4;2;48;32;1;2;4;1;2;3;0;3;1;1;1;1;0;1;0;1;1;900;0;0;0;0;0;0;900;900
133240;2003;4;1;29;32;1;2;4;2;1;1;0;3;1;1;1;1;0;1;0;1;1;750;0;0;0;0;0;0;750;750
133240;2003;4;2;32;32;1;2;7;2;1;1;0;3;1;1;1;1;0;1;0;1;1;300;0;0;0;0;0;0;300;300
133240;2003;4;1;8;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133240;2003;4;2;-1;32;3;0;0;0;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133298;2003;4;1;55;32;1;2;6;2;5;2;0;2;0;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;0;0;3000
133298;2003;4;2;40;32;1;2;6;1;1;2;0;2;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0;0;600
133298;2003;4;2;12;32;1;1;3;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133298;2003;4;2;10;32;1;1;3;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133298;2003;4;1;6;32;2;1;1;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133356;2003;4;1;85;32;1;2;7;2;3;5;1;0;0;0;0;0;0;0;0;0;0;300;0;300;0;0;0;300;0;0
133430;2003;4;2;48;32;1;2;7;1;1;1;0;3;1;1;1;1;0;1;0;1;1;1100;0;0;0;0;0;0;1100;1100
133430;2003;4;1;56;32;1;2;6;2;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133430;2003;4;2;11;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133681;2003;4;1;39;32;1;2;4;1;1;2;0;2;0;0;0;0;0;0;0;0;0;1200;0;0;0;0;0;0;0;1200
133681;2003;4;2;37;32;1;2;4;1;3;2;0;2;0;0;0;0;0;0;0;0;0;800;0;0;0;200;0;0;0;600
133681;2003;4;1;15;32;1;1;4;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133681;2003;4;2;13;32;1;1;3;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133891;2003;4;1;42;32;1;2;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;500
133891;2003;4;2;39;32;1;2;4;1;1;2;0;1;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;500
133891;2003;4;1;17;32;1;1;7;2;1;5;0;3;2;2;2;2;5;2;2;1;4;80;0;0;0;0;0;0;80;80
133891;2003;4;1;15;32;1;1;4;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133891;2003;4;2;12;32;1;1;4;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133960;2003;4;2;59;32;1;2;6;1;1;4;0;2;0;0;0;0;0;0;0;0;0;1800;0;1200;400;0;0;800;0;600
133960;2003;4;2;21;32;1;1;7;2;1;5;0;3;2;2;2;2;5;2;2;1;4;300;0;0;0;0;0;0;300;300
134029;2003;4;1;31;32;1;2;7;2;1;2;0;3;1;1;1;1;0;1;0;1;1;2000;0;0;0;0;0;0;2000;2000
134029;2003;4;2;37;32;1;2;6;2;1;2;0;3;1;1;1;1;0;1;0;1;1;600;0;0;0;0;0;0;600;600
134029;2003;4;2;6;32;2;1;1;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134029;2003;4;1;9;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134076;2003;4;1;42;32;1;2;7;1;1;1;0;3;2;2;2;2;5;2;1;1;3;2000;0;300;0;0;0;0;0;1700
134076;2003;4;2;29;32;1;1;6;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134076;2003;4;1;2;32;2;3;0;0;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134637;2003;4;1;33;32;1;2;2;1;1;2;0;3;1;1;1;1;0;1;0;1;1;1000;0;0;0;0;0;0;1000;1000
134637;2003;4;2;30;32;1;2;2;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134637;2003;4;1;14;32;1;1;3;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134637;2003;4;2;12;32;1;1;3;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134637;2003;4;1;10;32;1;1;3;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134637;2003;4;2;6;32;1;1;1;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134751;2003;4;1;27;32;1;2;4;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134751;2003;4;2;70;32;1;2;2;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134774;2003;4;2;83;32;1;2;4;1;1;4;1;0;0;0;0;0;0;0;0;0;0;420;0;420;0;0;0;420;0;0
135289;2003;4;2;81;32;1;2;2;1;2;4;1;0;0;0;0;0;0;0;0;0;0;370;0;370;0;0;0;370;0;0
136089;2003;4;1;40;32;1;2;6;1;2;3;0;3;1;1;1;1;0;1;0;1;1;4460;0;0;0;0;0;0;4460;4460
136310;2003;4;1;73;32;1;2;7;2;1;1;1;0;0;0;0;0;0;0;0;0;0;950;0;950;0;0;0;550;0;0
136339;2003;4;2;48;32;1;2;4;1;1;5;0;3;1;1;1;1;0;1;0;1;1;1900;0;0;0;0;0;0;0;1900
136365;2003;4;1;35;32;1;2;2;1;4;1;0;2;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;150
136365;2003;4;2;30;32;1;2;2;1;4;1;0;3;2;2;2;2;5;2;2;1;4;300;0;0;0;0;0;0;300;300
136365;2003;4;2;6;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137044;2003;4;1;64;32;1;2;7;1;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137044;2003;4;2;56;32;1;2;7;1;5;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137044;2003;4;1;32;32;1;2;7;1;1;5;0;3;1;1;1;1;0;1;0;1;1;710;0;0;0;0;0;0;710;710
137044;2003;4;2;28;32;1;2;7;1;1;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137107;2003;4;1;77;32;1;2;4;1;1;2;1;0;0;0;0;0;0;0;0;0;0;392;0;392;0;0;0;392;0;0
137107;2003;4;2;70;32;1;2;4;1;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137107;2003;4;2;34;32;1;2;4;1;1;5;0;3;1;1;1;1;0;1;0;1;1;400;0;0;0;0;0;0;400;400
137107;2003;4;1;29;32;1;2;4;1;1;5;0;3;1;1;1;1;0;1;0;1;1;400;0;0;0;0;0;0;400;400
137188;2003;4;1;60;32;1;2;2;1;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137188;2003;4;2;60;32;1;2;2;1;3;2;0;3;2;2;2;2;5;2;2;1;4;60;0;0;0;0;0;0;60;60
137188;2003;4;1;25;32;1;1;7;2;1;5;0;3;1;1;1;1;0;1;0;1;1;362;0;0;0;0;0;0;362;362
137188;2003;4;2;28;32;1;1;7;2;1;5;0;3;1;1;1;1;0;1;0;1;1;1000;0;0;0;0;0;0;1000;1000
137393;2003;4;2;51;32;1;2;2;2;3;3;0;2;0;0;0;0;0;0;0;0;0;600;0;500;500;0;0;0;0;100
137393;2003;4;2;26;32;1;2;4;2;1;2;0;3;2;2;2;1;0;2;2;1;1;300;0;0;0;0;0;0;150;150
137393;2003;4;1;23;32;1;1;6;2;1;5;0;3;1;1;1;1;0;1;0;3;1;650;0;0;0;0;0;0;650;650
137393;2003;4;2;21;32;1;2;4;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137393;2003;4;2;14;32;1;1;4;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137393;2003;4;1;35;32;1;2;4;1;3;2;0;3;2;2;2;2;5;2;2;1;4;0;0;0;0;0;0;0;0;0
137393;2003;4;2;5;32;2;1;1;2;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137393;2003;4;2;2;32;2;3;0;0;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137652;2003;4;2;54;32;1;2;7;1;1;3;0;2;0;0;0;0;0;0;0;0;0;300;0;0;0;300;0;0;0;0
137652;2003;4;1;31;32;1;2;6;2;1;5;0;3;1;1;1;1;0;1;0;1;1;1100;0;0;0;0;0;0;1100;1100
137652;2003;4;1;28;32;1;2;6;2;1;5;0;2;0;0;0;0;0;0;0;0;0;810;0;0;0;160;0;0;0;650
137954;2003;4;2;45;32;1;2;7;1;1;3;0;3;1;1;1;1;0;1;0;1;1;2700;0;0;0;0;0;0;2700;2700
137954;2003;4;2;20;32;1;1;7;2;1;5;0;3;2;2;2;2;5;2;2;2;4;500;0;0;0;0;0;0;500;500
137954;2003;4;2;22;32;1;1;7;2;1;5;0;3;2;2;2;2;5;2;2;1;5;0;0;0;0;0;0;0;0;0
138318;2003;4;1;44;32;1;2;7;2;1;2;0;3;2;2;2;2;5;2;1;1;3;660;0;0;0;0;0;0;660;660
138318;2003;4;2;39;32;1;2;7;1;1;2;0;3;2;2;2;2;5;2;1;1;3;1900;0;0;0;0;0;0;1900;1900
138318;2003;4;2;12;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138318;2003;4;1;11;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138397;2003;4;1;61;32;1;2;4;1;3;3;0;3;1;1;1;1;0;1;0;1;1;3000;0;0;0;0;0;0;3000;3000
138397;2003;4;1;18;32;1;1;7;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138606;2003;4;2;44;32;1;2;2;1;1;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138606;2003;4;2;13;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;200;0;200;0;0;200;0;0;0
138606;2003;4;1;10;32;1;1;2;2;1;5;1;0;0;0;0;0;0;0;0;0;0;150;0;150;0;0;0;150;0;0
138606;2003;4;1;9;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138606;2003;4;1;7;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138794;2003;4;2;75;32;2;3;0;0;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
139044;2003;4;2;75;32;1;2;4;2;1;5;1;0;0;0;0;0;0;0;0;0;0;580;0;580;0;0;0;580;0;0
139044;2003;4;2;73;32;1;2;4;2;1;4;0;3;2;2;2;2;5;2;2;1;4;420;0;220;0;0;0;220;200;200
139107;2003;4;1;36;32;1;2;7;2;1;2;0;3;1;1;1;1;0;1;0;1;1;1000;0;0;0;0;0;0;1000;1000
139107;2003;4;2;36;32;1;2;6;1;3;2;0;3;1;1;1;1;0;1;0;1;1;400;0;0;0;0;0;0;400;400
139107;2003;4;2;11;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
139107;2003;4;1;2;32;2;3;0;0;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
139167;2003;4;1;30;32;1;2;4;1;3;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
139167;2003;4;2;52;32;1;2;2;2;3;1;0;3;2;2;2;2;5;2;2;1;4;50;0;0;0;0;0;0;50;50
139167;2003;4;1;11;32;1;1;9;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
139732;2003;4;1;27;32;1;1;7;2;3;5;0;2;0;0;0;0;0;0;0;0;0;700;0;700;700;0;0;0;0;0
140322;2003;4;1;51;32;1;2;7;1;1;2;0;3;1;1;1;1;0;1;0;1;1;650;0;0;0;0;0;0;650;650
